TAXON_ORDER,SPECIES_CODE,COMMON_NAME,REASON,PRIORITY,PARTNER_REQUEST,CONT_MAX,CUSTOM_TAX_YEAR,BOW_LINK,MODEL_AS_RESIDENT,SUMMARIZE_AS_RESIDENT,LAND,STATUS,REVIEWER,LAST_REVIEWER,ANIMATION_QUALITY,NONBREEDING_START,NONBREEDING_END,PREBREEDING_MIGRATION_START,PREBREEDING_MIGRATION_END,BREEDING_START,BREEDING_END,POSTBREEDING_MIGRATION_START,POSTBREEDING_MIGRATION_END,RESIDENT_START,RESIDENT_TREND_START,RESIDENT_TREND_END,RESIDENT_END,NONBREEDING_QUALITY,PREBREEDING_MIGRATION_QUALITY,BREEDING_QUALITY,POSTBREEDING_MIGRATION_QUALITY,FULL_YEAR_QUALITY,SENSITIVE,FORCE_GLOBAL_PROJ,CUSTOM_ES,notes,LAST_SUBMISSION_TIME
19807,piecur1,Pied Currawong,Australia,1,,Oceania,,https://birdsoftheworld.org/bow/species/piecur1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,07-19,08-30,12-27,3,3,3,3,3,,,,"Seems great, maybe a little overextrapolation in internal QLD.",2025-02-13T20:36:52.693Z
19814,blacur2,Black Currawong,Australia,1,TRUE,Oceania,,https://birdsoftheworld.org/bow/species/blacur2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Excellent.,2025-01-13T18:52:40.769Z
19818,grycur1,Gray Currawong,Australia,1,TRUE,Oceania,,https://birdsoftheworld.org/bow/species/grycur1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,"Maybe a little restricted on northern edge in Western Australia, otherwise, excellent.",2025-01-23T20:06:48.233Z
20023,whtior1,White-tailed Iora,India,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/whtior1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,PS,0,,,,,,,,,11-29,,,12-20,2,2,2,2,2,,,,"PS 2025: Range map is much better. It matches the eBird range map quite well but slight overextrapolation in the south. Animation is not very good, cycling in and out during the course of the year.

2023: pretty heavily overextrapolated; new resident dates take care of it somewhat but not perfectly",2025-02-06T23:26:58.251Z
20050,blbpuf2,Black-backed Puffback,Africa,1,,Africa,,https://birdsoftheworld.org/bow/species/blbpuf2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,06-21,12-27,12-27,2,2,2,2,2,,,,"Edge in DRC and Angola is understandably poor, but I think core of range is quite good. Improvement over last year.",2025-03-21T14:27:56.974Z
20122,soubou1,Southern Boubou,Africa,1,,Africa,,https://birdsoftheworld.org/bow/species/soubou1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,IJD,0,,,,,,,,,01-04,02-08,07-19,12-27,3,3,3,3,3,,,,"Seems pretty remarkably close; maybe a bit fuzzy around Lesotho, but really well done.",2025-03-21T15:27:13.804Z
20153,bokmak1,Bokmakierie,Africa,1,TRUE,Africa,,https://birdsoftheworld.org/bow/species/bokmak1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,"Missing Angola and Mozambique, otherwise a 3.",2025-03-21T14:28:35.679Z
20270,wilwag1,Willie-wagtail,Australia,1,,Oceania,,https://birdsoftheworld.org/bow/species/wilwag1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,"Missing a few smaller islands around NG, otherwise, great.",2025-01-31T17:20:34.807Z
20288,spbfan1,Spot-breasted Fantail,India,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/spbfan1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,PS,1,,,,,,,,,01-04,01-18,05-31,12-27,3,3,3,3,3,,,,"2025: Overall good, but C India range can strecth further east into Odisha. Slightly overextrapolated on the western part of range. Animation map does poorly & fluctuates too much post breeding.
2023: Much less tightly fit this year. A sprinkle too much towards Agra and on Gujarat, but too hard to control with dates.",2025-02-25T19:27:14.446Z
20386,gryfan1,Gray Fantail,Australia,1,TRUE,Oceania,,https://birdsoftheworld.org/bow/species/gryfan1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,05-17,08-09,08-16,10-25,11-01,03-08,03-15,05-10,,,,,3,3,3,3,3,,,,More honest about absence from w. s. Aus and e. w. Aus. Not as overpredicted as last version.,2025-01-23T20:10:07.896Z
20397,nezfan1,New Zealand Fantail,New Zealand,1,,Oceania,,https://birdsoftheworld.org/bow/species/nezfan1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,NZBA,3,,,,,,,,,01-04,03-22,08-23,12-27,3,3,3,3,3,,,,Projection really strong. Only small instances in central South Island where would possibly expect projection of low abundance but that may be an accurate reflection of their sparsity in their areas. ,2024-09-01T01:45:41.463Z
20415,fotdro5,Fork-tailed Drongo,Africa,1,TRUE,Africa,,https://birdsoftheworld.org/bow/species/fotdro5/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,"Missing some of the Horn, imprecise on interior edge and missing from CAR and surroundings. W. Africa is on the rough side.",2025-03-21T14:43:41.574Z
20434,bladro1,Black Drongo,India,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/bladro1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,2,11-01,03-01,03-08,05-24,05-31,08-30,09-06,10-25,,,,,3,3,2,3,2,,,,"2025: Overall excellent, but still room for improvement. Breeding edges in NE & NW China very tight. NW China, should be skirting the edge at Qinghai Lake. Some range in Mongolia, South Korea, & a sprinkle in Japan missing (likely vagrant/distant dispersal in some of these regions). Wintering Sri Lanka bit understated. Can be a 3.
2023: map looks good.",2025-03-07T18:57:59.571Z
20470,brodro1,Bronzed Drongo,India,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/brodro1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,PS,3,,,,,,,,,01-04,11-08,03-08,12-27,2,2,2,2,2,,,,"2025: Overall excellent, except range in Sumatra & Borneo entirely missing; dropping a point for that. Range in EC India can do better; NE edge of range in China/N Vietnam too tight, otherwise SE Asia looks very good.

2023: Mostly good in the western parts of the range, but under extrapolated in SE Asia in S/SE Thailand, Cambodia.",2025-02-19T22:52:14.189Z
20687,blnmon1,Black-naped Monarch,India,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/blnmon1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,PS,2,,,,,,,,,01-04,03-01,05-31,12-27,2,2,2,2,2,,,,"2025: Range in NE India (Sikkim, Arunachal), Bhutan, & N Sri Lanka, E China understated. Range understated in Sumatra & Java, Indonesia and missing on some satellite islands along these; also missing on islands in SW Philippines.

2023: Should be run as a resident; does not appear to have any migratory populations? Evaluated here as if it were resident, and does a good job at that. Periphery of range in China too abrupt, but rest of map looks pretty good.",2025-02-19T20:22:07.566Z
20721,japfly1,Black Paradise-Flycatcher,Asia,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/japfly1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,1,,,04-05,05-31,06-07,08-16,08-23,11-08,,,,,0,2,2,2,2,,,,Missing nonbreeding. Certainly missing some smaller Japanese and Korean islands during breeding. Pre-breeding overextraps up east coast of Korea. Seems to have a hard time locking on signal during breeding in Korea. Japan and places it migrates through seem good.,2025-02-19T21:09:40.646Z
20781,afpfly1,African Paradise-Flycatcher,Africa,1,,Africa,,https://birdsoftheworld.org/bow/species/afpfly1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,,,,,0,0,0,0,0,,,,Re-run as resident next year.,2025-03-21T14:26:32.211Z
20726,amupaf1,Amur Paradise-Flycatcher,Asia,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/amupaf1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,1,11-15,04-05,04-12,05-24,05-31,07-12,08-16,11-08,,,,,2,1,1,2,1,,,,"Animation is jumpy, and is missing large parts of the migration and breeding ranges for some of the year. Range map is notably different from the ranges stated in BOW, showing a much narrower breeding range. Winter range is missing parts of SE Asia. Migrations a bit better, but has some gaps.",2025-02-06T22:49:11.299Z
20745,aspfly1,Indian Paradise-Flycatcher,India,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/aspfly1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,2,11-15,03-01,03-08,05-03,05-10,08-02,08-09,11-08,,,,,2,2,2,2,2,,,,"2025: Breeding range in C Asia too tight at the periphery all around, esp N & NE edges. Gap in Afghanistan maybe too overstated but likely due to lack of data. Winter range in S Pakistan missing entirely; Myanmar missing too. Animation map too twitchy to use esp in the C Asia breeding range; India animation map good.  Btw 2&3, but down to 2 due to few minor issues stacking up.
2023: Doing a little better with NW breeding pops this year. Missing Myanmar birds.",2025-03-16T00:30:29.044Z
20879,blfmon1,Black-faced Monarch,Australia,1,TRUE,Oceania,,https://birdsoftheworld.org/bow/species/blfmon1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,1,05-10,08-23,08-30,11-01,11-08,02-08,02-15,05-03,,,,,2,3,3,2,3,,,,Overall seasonality seems excellent and predictions very good. Animation a bit jumpy but worth including. Missing PNG during nonbreeding.,2025-01-13T18:56:42.553Z
20947,maglar1,Magpie-lark,Australia,1,,Oceania,,https://birdsoftheworld.org/bow/species/maglar1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Much better at not blanket predicting everywhere this year.,2025-02-13T20:34:53.177Z
20961,leafly2,Leaden Flycatcher,Australia,1,TRUE,Oceania,,https://birdsoftheworld.org/bow/species/leafly2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,06-07,08-02,08-09,10-25,11-01,02-08,02-15,05-31,,,,,2,2,3,2,2,,,,"Animation a bit jumpy, particularly in Papua New Guinea. Missing year-roundedness on NG this year.",2025-02-17T13:56:43.341Z
20995,satfly1,Satin Flycatcher,Australia,1,TRUE,Oceania,,https://birdsoftheworld.org/bow/species/satfly1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,,,09-27,11-01,11-08,02-22,03-01,04-12,,,,,0,2,3,2,2,,,,"Missing nonbreeding on NG, otherwise, great.",2025-02-14T21:15:05.024Z
21042,buhshr1,Bull-headed Shrike,Japan,1,,Asia,,https://birdsoftheworld.org/bow/species/buhshr1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,0,11-15,03-01,03-08,05-03,05-10,08-23,08-30,11-08,,,,,1,1,2,1,1,,,,"Nonbreeding sparse in China, okay on Japan and Korea. Breeding seems okay, but is sparse in central China. Migrations maybe a bit noisy on the whole.",2025-03-17T14:52:46.689Z
21045,rebshr1,Red-backed Shrike,Europe,1,TRUE,Europe,,https://birdsoftheworld.org/bow/species/rebshr1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-20,03-15,03-22,05-24,05-31,07-19,07-26,12-13,,,,,2,2,2,2,2,,,,"Missing the more eastern Russian population, but migrations and Europe look pretty great.",2025-01-27T19:49:49.889Z
21054,brnshr,Brown Shrike,Asia,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/brnshr/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,1,11-29,03-29,04-05,06-14,06-21,07-26,08-02,11-22,,,,,2,1,1,1,1,,,,"2025: Animation shows movements well but massively underpredicts breeding range and migrations to it. Static maps show same issue, breeding range missing majority of what it should have in Russia and Japan. Winter range best season but still underextrapolated in Indonesia.

2023: Underpredicting breeding range in Russia; overprediction on southern side of breeding range; messy predictions within Mongolia (seems to be underpredicting breeding)",2025-03-16T17:44:11.412Z
21069,lotshr1,Long-tailed Shrike,India,1,TRUE,Asia,,https://birdsoftheworld.org/bow/species/lotshr1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,PS,2,11-01,03-22,03-29,05-10,05-17,07-19,07-26,10-25,,,,,2,2,2,2,2,,,,"Core range is good. Northern and southern edges of the range not as good, especially the range in Central Asia.",2025-02-06T23:09:57.691Z
21091,logshr,Loggerhead Shrike,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/logshr/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,3,10-04,02-15,02-22,05-10,05-17,07-19,07-26,09-27,,,,,3,3,3,3,3,,,,Excellent overall. Missing breeding season from NE and NW Mexico and Baja.,2024-10-02T14:32:42.689Z
21103,norshr4,Northern Shrike,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/norshr4/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,11-29,02-08,02-15,05-17,05-24,08-30,09-06,11-22,,,,,2,2,2,2,2,,,,"Entirely missing Asian population, which is surprisingly scarcely reported. Missing breeding in n. Quebec, Nunavut, and NWT. ",2024-11-23T21:09:38.739Z
21111,ibgshr1,Iberian Gray Shrike,Europe,1,TRUE,Europe,,https://birdsoftheworld.org/bow/species/ibgshr1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,07-05,12-27,12-27,3,3,3,3,3,,,,"Overall, excellent. Animation shows some seasonality, which to me, looks mostly like detectability.",2025-01-27T16:49:10.726Z
21130,legshr2,Lesser Gray Shrike,Europe,1,TRUE,Europe,,https://birdsoftheworld.org/bow/species/legshr2/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,2,12-13,03-08,03-15,05-24,05-31,07-26,08-02,12-06,,,,,2,2,3,2,2,,,,"Much better northern and western boundary in Europe this time around, although certainly missing some scarce parts of Europe, Italy particularly. Migration much less extrapolated.",2025-01-27T16:54:04.952Z
21146,soufis1,Southern Fiscal,Africa,1,TRUE,Africa,,https://birdsoftheworld.org/bow/species/soufis1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,IJD,2,,,,,,,,,01-04,02-08,05-10,12-27,2,2,2,2,2,,,,"Mostly excellent. Missing SW Angola, S Tanzania, and Botswana. Getting close to a 3.",2025-03-18T16:52:33.427Z
21161,wooshr1,Woodchat Shrike,Europe,1,TRUE,Europe,,https://birdsoftheworld.org/bow/species/wooshr1/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,1,11-01,01-25,02-01,05-17,05-24,07-19,07-26,10-25,,,,,1,2,2,1,2,,,,Missing a lot of NB in Africa. Underpredicted in France during breeding season. Missing some chunks of north Africa during breeding. Could go a little further into Iran during breeding as well.,2025-01-28T19:42:04.093Z
21181,gryjay,Canada Jay,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/gryjay/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,12-20,02-22,12-27,3,3,3,3,3,,,,"Excellent. Much better along AK/BC coast this year. Maybe a little tight along the Nunavut border, but reasonable for data. Missing a few spots, mostly in Utah and Wyoming in the mountain west.",2024-09-13T18:53:49.100Z
21194,dwajay1,Dwarf Jay,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/dwajay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,1,,,,,,,,,01-04,,,12-27,1,1,1,1,1,,,,"Gets Oaxaca birds, but nothing else.",2024-09-01T20:52:31.167Z
21195,bltjay1,Black-throated Jay,Central America,1,,North America,,https://birdsoftheworld.org/bow/species/bltjay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Excellent.,2024-08-31T20:12:32.325Z
21196,sitjay1,Silvery-throated Jay,Central America,1,,North America,,https://birdsoftheworld.org/bow/species/sitjay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,0,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Excellent.,2024-12-26T02:41:01.246Z
21199,azhjay1,Azure-hooded Jay,Central America,1,,North America,,https://birdsoftheworld.org/bow/species/azhjay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,Cleaned up Pac slope extrap this year. Getting the main pops these days. Maybe a tiny bit too generous in Costa Rica and not generous enough east in Honduras.,2024-08-30T01:52:56.212Z
21215,btmjay,Black-throated Magpie-Jay,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/btmjay/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Excellent.,2024-08-31T20:14:28.557Z
21216,wtmjay1,White-throated Magpie-Jay,Central America,1,,North America,,https://birdsoftheworld.org/bow/species/wtmjay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,01-11,05-17,12-27,3,3,3,3,3,,,,Excellent. Maybe missing a few birds towards Guadalajara.,2024-09-19T22:59:27.052Z
21222,brnjay,Brown Jay,Central America,1,,North America,,https://birdsoftheworld.org/bow/species/brnjay/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,11-29,03-15,12-27,3,3,3,3,3,,,,No extrapolation this year. Maybe a tiny bit tight in Costa Rica.,2024-08-29T00:17:05.457Z
21258,tufjay1,Tufted Jay,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/tufjay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,1,,,,,,,,,01-04,,,12-27,1,1,1,1,1,,,,Not far enough towards Tepic.,2024-09-12T16:18:46.495Z
21259,blcjay1,Black-chested Jay,Central America,1,TRUE,South America,,https://birdsoftheworld.org/bow/species/blcjay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,08-30,12-27,12-27,3,3,3,3,3,,,,Cleans up slope issues. Excellent.,2025-01-28T16:16:20.987Z
21233,grnjay,Green Jay,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/grnjay/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,10-25,02-08,12-27,2,2,2,2,2,,,,"Better in Guatemala, but missing Guerreo and Michoacan. Inca Jay is good, except for some missing parts in s. Peru and Bolivia.",2024-09-15T19:10:34.309Z
21248,bucjay1,Bushy-crested Jay,Central America,1,,North America,,https://birdsoftheworld.org/bow/species/bucjay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,"Much better in Guatemala this time. A few sprinkles too far east in Honduras and Nicaragua in the center part, should form more of a semi-circle on the eastern edge. Overall, though, great.",2024-11-15T16:31:17.482Z
21255,sabjay,San Blas Jay,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/sabjay/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,"Missing Michoacan (no records) and not north of Tepic, otherwise, very good.",2024-09-12T20:25:08.983Z
21251,yucjay1,Yucatan Jay,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/yucjay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Excellent.,2024-09-12T15:18:28.569Z
21254,pubjay1,Purplish-backed Jay,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/pubjay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Excellent.,2024-09-10T20:27:07.787Z
21273,pinjay,Pinyon Jay,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/pinjay/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,03-01,05-10,12-27,3,3,3,3,3,,,,"May have some interesting seasonal patterns.  Parts of Wyoming might be a little bit gappy, but otherwise, excellent.",2024-09-06T14:23:09.332Z
21274,stejay,Steller's Jay,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/stejay/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,03-01,05-31,12-27,3,3,3,3,3,,,,"Too sparse in just a few spots, Haida Gwaii, western Nevada, and NE Mexico. Overall, great.",2024-09-20T20:34:40.849Z
21294,blujay,Blue Jay,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/blujay/cur/introduction#mig,FALSE,FALSE,LAND,UNREVIEWED,,MTA,3,11-22,03-29,04-05,06-14,06-21,08-09,08-16,11-15,,,,,3,3,3,3,3,,,,Excellent.,2024-10-11T19:35:44.379Z
21301,flsjay,Florida Scrub-Jay,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/flsjay/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,11-29,04-12,12-27,3,3,3,3,3,,,,Very similar to last year and quite good.,2024-09-01T21:44:23.377Z
21302,issjay,Island Scrub-Jay,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/issjay/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,,,12-27,3,3,3,3,3,,,,Excellent.,2024-08-29T01:07:44.250Z
21303,cowscj1,California Scrub-Jay,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/cowscj1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,12-06,02-15,12-27,3,3,3,3,3,,,,"No extrap to Sonora. Better segmentation of pops on Baja. A little tight in Oregon, especially the sparsely reported birds in the east.",2024-09-06T13:41:44.259Z
21309,wooscj2,Woodhouse's Scrub-Jay,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/wooscj2/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,01-11,05-10,12-27,3,3,3,3,3,,,,Animation may capture some seasonal movements. Honest about missing data in North central Mexico.,2024-09-19T22:52:18.514Z
21321,mexjay4,Mexican Jay,US/CA,1,,North America,,https://birdsoftheworld.org/bow/species/mexjay4/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,3,,,,,,,,,01-04,03-22,08-09,12-27,2,2,2,2,2,,,,"This year cleans up some of the overprediction in the central valley, but not all of it. Probably a bit too sparse in Coahuila this year. But not predicting too far south onto Transvolcanic range this year. Excellent in US.",2024-09-16T13:41:39.104Z
21328,mexjay3,Transvolcanic Jay,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/mexjay3/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,"A little two far south in a couple spots, western Guerreo and towards Iguala.",2024-09-04T16:20:11.845Z
21332,unijay1,Unicolored Jay,Mexico,1,,North America,,https://birdsoftheworld.org/bow/species/unijay1/cur/introduction#mig,TRUE,TRUE,LAND,UNREVIEWED,,MTA,2,,,,,,,,,01-04,,,12-27,2,2,2,2,2,,,,Missing sparsely reported birds from south of Hidalgo towards Xalapa.,2024-09-12T16:13:43.107Z
